4005.346680	1589.60168457031
4006.594482	1585.7236328125
4007.842529	1581.84106445313
4009.090332	1577.95385742188
4010.338135	1574.06201171875
4011.585938	1570.16589355469
4012.833740	1566.26538085938
4014.081543	1562.36059570313
4015.329346	1558.45190429688
4016.577148	1554.5390625
4017.825195	1550.62219238281
4019.072998	1546.70153808594
4020.320801	1542.77709960938
4021.568604	1538.84924316406
4022.816406	1534.91796875
4024.064209	1530.98327636719
4025.312012	1527.04541015625
4026.560059	1523.10461425781
4027.807861	1519.16076660156
4029.055664	1515.21411132813
4030.303467	1511.26513671875
4031.551270	1507.3134765625
4032.799072	1503.35949707031
4034.046875	1499.40356445313
4035.294922	1495.44580078125
4036.542725	1491.48620605469
4037.790527	1487.52490234375
4039.038330	1483.56225585938
4040.286133	1479.59826660156
4041.533936	1475.63330078125
4042.781738	1471.66760253906
4044.029541	1467.70092773438
4045.277588	1463.73388671875
4046.525391	1459.76635742188
4047.773193	1455.79846191406
4049.020996	1451.83056640625
4050.268799	1447.86267089844
4051.516602	1443.89514160156
4052.764404	1439.92797851563
4054.012451	1435.96166992188
4055.260254	1431.99621582031
4056.508057	1428.03149414063
4057.755859	1424.06787109375
4059.003662	1420.10595703125
4060.251465	1416.14514160156
4061.499268	1412.18627929688
4062.747070	1408.22924804688
4063.995117	1404.27416992188
4065.242920	1400.3212890625
4066.490723	1396.37084960938
4067.738525	1392.42297363281
4068.986328	1388.47766113281
4070.234131	1384.53552246094
4071.481934	1380.59643554688
4072.729980	1376.66064453125
4073.977783	1372.72814941406
4075.225586	1368.79956054688
4076.473389	1364.87451171875
4077.721191	1360.95349121094
4078.968994	1357.03674316406
4080.216797	1353.12451171875
4081.464844	1349.21691894531
4082.712646	1345.31384277344
4083.960449	1341.41577148438
4085.208252	1337.52258300781
4086.456055	1333.63488769531
4087.703857	1329.75256347656
4088.951660	1325.8759765625
4090.199463	1322.00524902344
4091.447510	1318.14074707031
4092.695313	1314.28210449219
4093.943115	1310.43029785156
4095.190918	1306.58459472656
4096.438965	1302.74609375
4097.686523	1298.91442871094
4098.934570	1295.08996582031
4100.182129	1291.27258300781
4101.430176	1287.46325683594
4102.677734	1283.66125488281
4103.925781	1279.86743164063
4105.173828	1276.08166503906
4106.421387	1272.30407714844
4107.669434	1268.53515625
4108.916992	1264.77478027344
4110.165039	1261.02355957031
4111.412598	1257.28125
4112.660645	1253.54821777344
4113.908691	1249.82482910156
4115.156250	1246.11096191406
4116.404297	1242.4072265625
4117.651855	1238.71301269531
4118.899902	1235.02954101563
4120.147461	1231.35632324219
4121.395508	1227.69396972656
4122.643066	1224.04211425781
4123.891113	1220.40197753906
4125.139160	1216.77282714844
4126.386719	1213.15490722656
4127.634766	1209.548828125
4128.882324	1205.95446777344
4130.130371	1202.37255859375
4131.377930	1198.80236816406
4132.625977	1195.24499511719
4133.874023	1191.70043945313
4135.121582	1188.16857910156
4136.369629	1184.64978027344
4137.617188	1181.14428710938
4138.865234	1177.65258789063
4140.112793	1174.17419433594
4141.360840	1170.7099609375
4142.608887	1167.259765625
4143.856445	1163.82385253906
4145.104492	1160.40258789063
4146.352051	1156.99597167969
4147.600098	1153.60437011719
4148.847656	1150.22790527344
4150.095703	1146.86694335938
4151.343750	1143.52136230469
4152.591309	1140.19165039063
4153.839355	1136.87829589844
4155.086914	1133.58068847656
4156.334961	1130.2998046875
4157.582520	1127.03552246094
4158.830566	1123.78820800781
4160.078613	1120.55773925781
4161.326172	1117.34460449219
4162.574219	1114.1494140625
4163.821777	1110.97143554688
4165.069824	1107.8115234375
4166.317383	1104.66967773438
4167.565430	1101.54650878906
4168.812988	1098.44140625
4170.061035	1095.35510253906
4171.309082	1092.28771972656
4172.556641	1089.23901367188
4173.804688	1086.20935058594
4175.052246	1083.19885253906
4176.300293	1080.20788574219
4177.547852	1077.23559570313
4178.795898	1074.28283691406
4180.043945	1071.349609375
4181.291504	1068.435546875
4182.539551	1065.54125976563
4183.787109	1062.66589355469
4185.035156	1059.810546875
4186.282715	1056.97436523438
4187.530762	1054.15783691406
4188.778809	1051.36071777344
4190.026367	1048.58276367188
4191.274414	1045.82470703125
4192.521973	1043.08544921875
4193.770020	1040.36584472656
4195.017578	1037.66552734375
4196.265625	1034.98425292969
4197.513672	1032.32238769531
4198.761230	1029.67932128906
4200.009277	1027.05590820313
4201.256836	1024.45080566406
4202.504883	1021.86499023438
4203.752441	1019.2978515625
4205.000488	1016.74987792969
4206.248535	1014.22015380859
4207.496094	1011.70874023438
4208.744141	1009.21630859375
4209.991699	1006.74200439453
4211.239746	1004.28576660156
4212.487305	1001.84747314453
4213.735352	999.427673339844
4214.982910	997.025207519531
4216.230957	994.640808105469
4217.479004	992.274047851563
4218.726563	989.924560546875
4219.974609	987.592346191406
4221.222168	985.277099609375
4222.470215	982.979309082031
4223.717773	980.6982421875
4224.965820	978.433837890625
4226.213867	976.186279296875
4227.461426	973.954833984375
4228.709473	971.740173339844
4229.957031	969.541076660156
4231.205078	967.358154296875
4232.452637	965.191101074219
4233.700684	963.039672851563
4234.948730	960.903625488281
4236.196289	958.782775878906
4237.444336	956.677490234375
4238.691895	954.586486816406
4239.939941	952.510681152344
4241.187500	950.449279785156
4242.435547	948.402648925781
4243.683594	946.370056152344
4244.931152	944.351257324219
4246.179199	942.3466796875
4247.426758	940.355773925781
4248.674805	938.37841796875
4249.922363	936.414367675781
4251.170410	934.463928222656
4252.418457	932.526428222656
4253.666016	930.601623535156
4254.914063	928.689880371094
4256.161621	926.790588378906
4257.409668	924.903930664063
